restaurant_name,location,cuisine,estimated_cost,rating
Waffle House,Marathahalli,Desserts,300.0,3.6
Bismillah Bawarchi,Brookefield,"North Indian, Chinese, Biryani",300.0,3.6
Maashpacheez,Marathahalli,"North Indian, Chinese, South Indian",300.0,3.6
Swadist Restaurant,Marathahalli,"Oriya, Chinese, North Indian",300.0,3.6
Breakfast House,"Itpl Main Road, Whitefield","South Indian, North Indian",300.0,3.6
Om's Cafe Prana,Koramangala 7Th Block,"Cafe, Fast Food",300.0,3.6
Nammura Donne Biriyani,Btm,"Andhra, Biryani",300.0,3.6
Chowpatty,Koramangala 1St Block,"North Indian, Fast Food, Street Food",300.0,3.6
Mangala Hotel,Koramangala 1St Block,"Kerala, Chinese, North Indian",300.0,3.6
Golden China,Koramangala 1St Block,Chinese,300.0,3.6
Mynutrikitchen,Hsr,"North Indian, Healthy Food",300.0,3.6
Swaadam Veg,Btm,"South Indian, Chinese",300.0,3.6
The Kitchen,Koramangala 1St Block,North Indian,300.0,3.6
Eaternet,Btm,"North Indian, Chinese, Street Food",300.0,3.6
Egg Star,Hsr,"Healthy Food, Sandwich",300.0,3.6
Biryani Knights,Jp Nagar,Biryani,300.0,3.6
Meal In A Box,Koramangala 7Th Block,Street Food,300.0,3.6
Good Bread,Jp Nagar,"Bakery, Desserts",300.0,3.6
Udupi Upahar,Koramangala 7Th Block,"South Indian, North Indian, Chinese",300.0,3.6
China Garden,Electronic City,"Chinese, North Indian",300.0,3.6
Khana Khazana,Electronic City,North Indian,300.0,3.6
Chai Cafe,Electronic City,"Fast Food, Rolls",300.0,3.6
Z Cafe,Electronic City,"Chinese, Fast Food, Beverages",300.0,3.6
Enroute,Electronic City,"Continental, Fast Food",300.0,3.6
Pandit Ji Sweets & Namkeen,Electronic City,"Mithai, Street Food",300.0,3.6
Navarang Fast Food,Kammanahalli,"North Indian, Chinese, Kebab, Rolls",300.0,3.6
Hungry Queen,Hsr,"North Indian, Chinese, Fast Food",300.0,3.6
Masala Secret Eat WOW,Hsr,"Street Food, Fast Food, Chinese, Momos",300.0,3.6
Al-Bek,Hsr,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300.0,3.6
Rolls On Wheels,Hsr,"Fast Food, Rolls, Momos",300.0,3.6
Nutty Squirrel,Thippasandra,"Ice Cream, Desserts",300.0,3.6
Dine @ 9 Paratha Corner,Indiranagar,"North Indian, Chinese",300.0,3.6
Chaithanya Xpress,Indiranagar,"South Indian, North Indian",300.0,3.6
Kerala Mess,Indiranagar,Kerala,300.0,3.6
Haveli,Thippasandra,"North Indian, Chinese",300.0,3.6
New Udupi Garden,Old Airport Road,"South Indian, North Indian, Chinese",300.0,3.6
Ilyazsab Shawarma Cafe,Jayanagar,"Fast Food, Rolls",300.0,3.6
Pappu Chaiwalla,Jp Nagar,"Fast Food, Tea, Beverages",300.0,3.6
Muddhe Bytes,Bannerghatta Road,"South Indian, Biryani",300.0,3.6
The Blue Bawarchi,Nagawara,"Chinese, Oriya, North Indian, Bengali",300.0,3.6
T-hut Cafe,Banaswadi,"Chinese, Beverages",300.0,3.6
Coorg Lunch Home,Kammanahalli,South Indian,300.0,3.6
Cluxi,Kammanahalli,Fast Food,300.0,3.6
Al Barack Cafetaria,Banaswadi,Arabian,300.0,3.6
Barista,Koramangala 4Th Block,Cafe,300.0,3.6
Pensiri Cafe,Hsr,North Indian,300.0,3.6
Cakes and Moulds,Koramangala 1St Block,"Bakery, Desserts",300.0,3.6
Sri Krishna Sagar,Koramangala 7Th Block,South Indian,300.0,3.6
Hotel Darshan Paradise,Btm,"North Indian, Chinese",300.0,3.6
Aubree Le Chocolatier,Koramangala 6Th Block,Desserts,300.0,3.6
Caffe Maven,Residency Road,"Chinese, North Indian",300.0,3.6
Nammura Upachara,Basaveshwara Nagar,"Chinese, North Indian, South Indian",300.0,3.6
Cake Gallery,Yeshwantpur,Bakery,300.0,3.6
Ibaco,Rajajinagar,Desserts,300.0,3.6
ZEEES,New Bel Road,"North Indian, Street Food, Fast Food",300.0,3.6
Shree Guru Sagar Fast Food,Rajajinagar,"North Indian, South Indian, Chinese",300.0,3.6
Kitty's Cafe,New Bel Road,Fast Food,300.0,3.6
Toast And Salad,New Bel Road,Healthy Food,300.0,3.6
All Shook Up!,Rajajinagar,"Desserts, Beverages",300.0,3.6
Sattvam Bakes,Sadashiv Nagar,Desserts,300.0,3.6
New Sagar Fast Food,Rajajinagar,"South Indian, North Indian, Chinese",300.0,3.6
Hodge Podge,Whitefield,"Desserts, Cafe",300.0,3.6
Zangos Grill,Marathahalli,"Bbq, Fast Food",300.0,3.6
Uma's Home Food,Marathahalli,Healthy Food,300.0,3.6
Swad Punjabi Dhaba,Thippasandra,North Indian,300.0,3.6
The Grains,Marathahalli,"South Indian, North Indian, Chinese",300.0,3.6
Indiana Burgers,Domlur,Burger,300.0,3.6
Sangeeta Restaurant,Sahakara Nagar,"Street Food, Chinese",300.0,3.6
7th Heaven,New Bel Road,"Bakery, Desserts",300.0,3.6
Gowdru Mane,New Bel Road,"Andhra, North Indian, Chinese",300.0,3.6
Kusum Rolls,New Bel Road,Street Food,300.0,3.6
Barista,Domlur,Cafe,300.0,3.6
Kisna Cafe,Old Airport Road,"South Indian, North Indian",300.0,3.6
Donne Biriyani Mane,Vijay Nagar,"Biryani, Kebab",300.0,3.6
Grits Cafe,Magadi Road,"Fast Food, Bakery",300.0,3.6
Utsava Grand,Majestic,"South Indian, North Indian, Chinese",300.0,3.6
Fill A Belly Restaurant,Sarjapur Road,"North Indian, Chinese, Fast Food",300.0,3.6
Artinci Artisanal Ice Cream,Hsr,"Ice Cream, Desserts",300.0,3.6
MAD Belgian Waffles,Sarjapur Road,"Desserts, Beverages",300.0,3.6
Sasu Maa Ki Rasoi,Sarjapur Road,"North Indian, Chinese",300.0,3.6
Biryani Hut,Sarjapur Road,"North Indian, Biryani",300.0,3.6
Udupi Cafe,Whitefield,"South Indian, North Indian, Chinese, Street Food",300.0,3.6
Andal Mess,Whitefield,"South Indian, North Indian",300.0,3.6
Lulu's Bakery & Fast Food,Kr Puram,"North Indian, Chinese, Street Food",300.0,3.6
New Udupi Upahar,Whitefield,"South Indian, North Indian",300.0,3.6
Cocoa Bakes,Banashankari,"Bakery, Desserts",350.0,3.6
Tandoor Garden,Btm,"North Indian, Chinese, Kebab",350.0,3.6
Hotel Ruchi Priya,Wilson Garden,North Indian,350.0,3.6
Kalmane Koffees,Brigade Road,Cafe,350.0,3.6
Tandoor Da Funda,Mg Road,North Indian,350.0,3.6
Ginger & Garlic,Brookefield,"South Indian, North Indian, Chinese",350.0,3.6
Regale Restaurant,Marathahalli,"North Indian, Chinese",350.0,3.6
Delhi Restaurant,Whitefield,"North Indian, Mughlai, Chinese",350.0,3.6
Taste Of Malabar,Btm,"South Indian, Kerala, Chinese",350.0,3.6
Nandanam Family Restaurant,Btm,"Kerala, Chinese, South Indian",350.0,3.6
Around The Corner,Btm,"North Indian, Chinese, Fast Food",350.0,3.6
Satkar Restaurant,Electronic City,"North Indian, Chinese, Biryani, Seafood",350.0,3.6
Paratha House,Electronic City,"North Indian, Chinese",350.0,3.6
Andhra Amigos,Electronic City,"Andhra, North Indian, Biryani",350.0,3.6
SFC Kabab Corner,Electronic City,"Chinese, Andhra",350.0,3.6
Satkar,Electronic City,"Chinese, North Indian",350.0,3.6
My Cafe,Electronic City,"North Indian, Chinese, Fast Food",350.0,3.6
Food Box,Kammanahalli,"Fast Food, Beverages",350.0,3.6
Aadvik Nightfood,Frazer Town,Fast Food,350.0,3.6
Zu's Doner Kebaps,Kammanahalli,"Turkish, Fast Food",350.0,3.6
The Thickshake Factory,Hsr,"Beverages, Juices",350.0,3.6
Shahi Family Restaurant,Ulsoor,"North Indian, Chinese, South Indian",350.0,3.6
Bhookha Sher,Old Airport Road,"North Indian, Fast Food",350.0,3.6
Thunder Fried Chicken,Jeevan Bhima Nagar,"North Indian, Biryani, Mughlai, Rolls",350.0,3.6
Sethji Home Made Food,Indiranagar,North Indian,350.0,3.6
Chillikum,Indiranagar,North Indian,350.0,3.6
La' Meze,Nagawara,Fast Food,350.0,3.6
Martino's,Koramangala 1St Block,"Italian, Pizza",350.0,3.6
NV Patisserie,Koramangala 1St Block,"Desserts, Bakery",350.0,3.6
Krishna Vaibhava,Btm,"North Indian, South Indian",350.0,3.6
Punjabi Dhaba,Majestic,North Indian,350.0,3.6
Ginger,Sanjay Nagar,"North Indian, Chinese",350.0,3.6
Green Chilly,Rajajinagar,"North Indian, Chinese",350.0,3.6
Chikpet Donne Biryani House,Yeshwantpur,Biryani,350.0,3.6
Grill Hut,Kaggadasapura,"Fast Food, Rolls",350.0,3.6
Kabab Mirchi,Marathahalli,"North Indian, Mughlai, Chinese",350.0,3.6
Basmati's Briyani Nation,Whitefield,"South Indian, Biryani",350.0,3.6
Re Malnad Nati Style Hotel,Jp Nagar,South Indian,400.0,3.6
Parisar Veg Restaurant,Bannerghatta Road,"Chinese, North Indian, South Indian",400.0,3.6
Biryani Nights,Bannerghatta Road,"South Indian, North Indian, Chinese",400.0,3.6
Tangra Indo - Chinese Cuisine,Jayanagar,"Chinese, Thai",400.0,3.6
BMR Hyderabad Biryani,Btm,Biryani,400.0,3.6
Shiv Sagar,Bannerghatta Road,"South Indian, Beverages",400.0,3.6
Amma's Pastries,Jp Nagar,Desserts,400.0,3.6
Venkateshwara Sweets and Restaurant,Jp Nagar,"South Indian, Mithai, Chinese, North Indian",400.0,3.6
Ross Kitchen,Btm,Chinese,400.0,3.6
Jayanagara Donne Biryani,Jayanagar,"Biryani, South Indian",400.0,3.6
Fitbakes,Jayanagar,"Bakery, Healthy Food",400.0,3.6
Kamat Restaurant,City Market,"South Indian, North Indian, Chinese, Desserts, Juices",400.0,3.6
Tata Cha,Bellandur,"Tea, Fast Food, Cafe",400.0,3.6
Biriyani House,Bellandur,Biryani,400.0,3.6
Andhra Bhojanam,Bellandur,Andhra,400.0,3.6
Hungry Bird,Bellandur,"North Indian, Chinese, Biryani",400.0,3.6
Keventers,Bellandur,"Desserts, Beverages, Ice Cream",400.0,3.6
The Modak,Bellandur,"North Indian, Street Food, Desserts, Chinese",400.0,3.6
INDULGE by InnerChef,Sarjapur Road,"Desserts, Bakery",400.0,3.6
Cake Dilim,Sarjapur Road,Bakery,400.0,3.6
Frozen Bottle,Sarjapur Road,"Beverages, Desserts, Ice Cream",400.0,3.6
Inhouse Burger,Bellandur,Fast Food,400.0,3.6
KFC,Cunningham Road,"Burger, Fast Food",400.0,3.6
Dine In,Brigade Road,"Kerala, South Indian, North Indian, Chinese",400.0,3.6
Vyshali Food Corner,Shanti Nagar,"North Indian, Chinese, South Indian",400.0,3.6
Cake Box,Koramangala 8Th Block,"Bakery, Desserts",400.0,3.6
Techies Kitchen,"Itpl Main Road, Whitefield","Biryani, North Indian",400.0,3.6
Refresh,Whitefield,"Continental, Chinese, Fast Food, Rolls, Momos",400.0,3.6
Nandighosha,Marathahalli,"Bengali, Seafood, Oriya, North Indian, Biryani",400.0,3.6
Punjabi Kitchen,Whitefield,"Chinese, North Indian",400.0,3.6
Keventers,"Itpl Main Road, Whitefield","Desserts, Beverages, Ice Cream",400.0,3.6
Rara Avis,"Varthur Main Road, Whitefield","Kerala, Seafood, Biryani, Desserts",400.0,3.6
Friendz Zone,Whitefield,"North Indian, Street Food",400.0,3.6
INDULGE by InnerChef,Whitefield,"Desserts, Bakery",400.0,3.6
Bombay Sandwich Company,Whitefield,"Sandwich, Beverages",400.0,3.6
The Litti Company,Whitefield,Bihari,400.0,3.6
Dilli Dil Se,Whitefield,North Indian,400.0,3.6
Spicy Onion,Whitefield,"North Indian, Chinese",400.0,3.6
Sri Krishna Kitchen,Btm,Fast Food,400.0,3.6
Waikiki740,Koramangala 6Th Block,Parsi,400.0,3.6
Little Kitchen,Koramangala 1St Block,"Salad, Biryani, Chinese, North Indian, Kerala, Desserts, Seafood, South Indian",400.0,3.6
Parisar Veg Restaurant,Bommanahalli,"Chinese, North Indian, South Indian",400.0,3.6
INDULGE by InnerChef,Koramangala 7Th Block,"Desserts, Bakery",400.0,3.6
Moolehatti Donne Biryani Mane,Hsr,"Biryani, Chinese, North Indian, Kebab",400.0,3.6
Rolla Rappa,Hsr,"Biryani, Fast Food, Rolls, Momos",400.0,3.6
Amaravati,Btm,"North Indian, Chinese",400.0,3.6
Hunger Night King,Koramangala 2Nd Block,"North Indian, Chinese",400.0,3.6
Crave Bite,Jayanagar,"Chinese, Italian, Fast Food, Momos",400.0,3.6
India On Wheels,Koramangala 3Rd Block,North Indian,400.0,3.6
Shagun Sweets & Foods,Btm,"Mithai, North Indian, Street Food, Chinese",400.0,3.6
SGS Non Veg - Gundu Pulav,Btm,"Biryani, Fast Food",400.0,3.6
Kanti Sweets,Cunningham Road,"Mithai, Street Food",400.0,3.6
Little Paramount Restaurants,Vasanth Nagar,"Mughlai, North Indian",400.0,3.6
A2B - Adyar Ananda Bhavan,Ulsoor,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,3.6
Amaravathi Mess,Electronic City,"Andhra, Biryani",400.0,3.6
Hot Attack,Electronic City,"North Indian, Chinese, Biryani",400.0,3.6
The Milkshake Theory,Electronic City,"Beverages, Fast Food",400.0,3.6
Petoo,Electronic City,"North Indian, Fast Food, Street Food",400.0,3.6
Food 4 U,Electronic City,North Indian,400.0,3.6
The Hungry,Electronic City,"Fast Food, Chinese",400.0,3.6
Malabar Restaurant,Electronic City,"Kerala, Fast Food, Beverages",400.0,3.6
Pugals Biriyani,Electronic City,"Kerala, Biryani, Chinese, North Indian",400.0,3.6
Curries And Pickles,Electronic City,"Andhra, North Indian, Biryani",400.0,3.6
Kanti Sweets,Electronic City,"Mithai, Street Food",400.0,3.6
A2B - Adyar Ananda Bhavan,Electronic City,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,3.6
WOW! Momo,Electronic City,"Tibetan, Momos",400.0,3.6
Chocs Cafe,Rt Nagar,"Fast Food, Desserts, Beverages",400.0,3.6
Keventers,Hsr,"Desserts, Beverages, Ice Cream",400.0,3.6
IceBreakers,Hsr,"Desserts, Ice Cream",400.0,3.6
Just Bake,Hsr,"Bakery, Desserts",400.0,3.6
Nila Cafe,Bommanahalli,"Kerala, South Indian",400.0,3.6
Habib's Biryani,Indiranagar,Biryani,400.0,3.6
The Bite Club,East Bangalore,"American, Goan",400.0,3.6
Picante,Indiranagar,"Sandwich, Fast Food",400.0,3.6
Madhu Iyengars Bakery,Domlur,Bakery,400.0,3.6
SGS Non Veg - Gundu Pulav,Jayanagar,"Biryani, Fast Food",400.0,3.6
Donne Biriyani House,Jayanagar,"Biryani, Andhra, Kebab",400.0,3.6
Panchami Garden,Bannerghatta Road,"South Indian, North Indian",400.0,3.6
Food Junction,Btm,"North Indian, Chinese, Street Food, Biryani",400.0,3.6
Hangout Cafe,Hbr Layout,"Cafe, Beverages",400.0,3.6
T4U Cafe,Banaswadi,"Chinese, Fast Food, Beverages",400.0,3.6
Matsya Loka,Nagawara,Seafood,400.0,3.6
WOW! Momo,Nagawara,"Tibetan, Momos",400.0,3.6
Thalassery Plaza,Hennur,"Kerala, North Indian, Chinese",400.0,3.6
Eat Well,Banaswadi,North Indian,400.0,3.6
Doner Bel,Kammanahalli,"Turkish, Chinese",400.0,3.6
A2B - Adyar Ananda Bhavan,Kalyan Nagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,3.6
SGS Nonveg- Gundu Palav,Kalyan Nagar,"Biryani, Fast Food",400.0,3.6
New Udupi Park Deluxe,Hennur,"South Indian, North Indian, Chinese",400.0,3.6
Happy Plate,Koramangala 6Th Block,"North Indian, Chinese, South Indian, Fast Food",400.0,3.6
Dabba Gosht,Btm,"Arabian, Middle Eastern",400.0,3.6
Chocoberry,Jayanagar,"Ice Cream, Desserts, Beverages",400.0,3.6
Mayura Grand,Koramangala 6Th Block,"South Indian, North Indian",400.0,3.6
The Waffles Hut,Malleshwaram,Desserts,400.0,3.6
Hotel Malgudi,Rajajinagar,"South Indian, Biryani",400.0,3.6
Empire Restaurant,"Varthur Main Road, Whitefield","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400.0,3.6
Hotel Salala,Brookefield,"North Indian, South Indian, Chinese, Biryani",400.0,3.6
WOW! Momo,Marathahalli,"Tibetan, Momos",400.0,3.6
Desi Chinese,East Bangalore,"Chinese, North Indian",400.0,3.6
Malgudi Natti Style Hotel,Sahakara Nagar,South Indian,400.0,3.6
Cinnamon - Grills and Gourmet,New Bel Road,"Chinese, South Indian",400.0,3.6
Kadamba Gardenia,Jalahalli,"South Indian, Chinese, North Indian, Street Food",400.0,3.6
Banashankari Restaurant,New Bel Road,South Indian,400.0,3.6
Hydrabad Biryani House,Malleshwaram,"Biryani, North Indian",400.0,3.6
Jay Bhavani,Vijay Nagar,"North Indian, Street Food, Pizza",400.0,3.6
Hotel Karavali,Vijay Nagar,"South Indian, Chinese",400.0,3.6
Keventers,Brigade Road,"Beverages, Desserts, Ice Cream",400.0,3.6
Karama Restaurant,"Varthur Main Road, Whitefield",Arabian,400.0,3.6
Hotel Uttam Sagar,Whitefield,North Indian,400.0,3.6
FreshEats,East Bangalore,"Continental, North Indian, Thai",400.0,3.6
Siddharth Restaurant,Whitefield,"North Indian, Chinese",400.0,3.6
Hangout Junction,Whitefield,"North Indian, Chinese, South Indian",400.0,3.6
La Mensa,Whitefield,"North Indian, Chinese, South Indian",400.0,3.6
Punjabi Charchay,Kr Puram,"North Indian, Chinese",400.0,3.6
Cake Dilim,Whitefield,"Bakery, Desserts",400.0,3.6
Kholi Mane,Basavanagudi,"Andhra, South Indian, Biryani, North Indian",450.0,3.6
Calorie Express,Btm,Healthy Food,450.0,3.6
Chef Baker's,Bannerghatta Road,Bakery,450.0,3.6
Thayee Touch,Jp Nagar,"North Indian, Chinese, South Indian",450.0,3.6
Thanco's Natural Ice Cream,Basavanagudi,"Ice Cream, Desserts",450.0,3.6
Kidilum,Marathahalli,"North Indian, Chinese, Kerala",450.0,3.6
La-Pizza,East Bangalore,"Italian, Pizza, Burger",450.0,3.6
KFC,Bellandur,"Burger, Fast Food",450.0,3.6
Kenny's Restaurant,Frazer Town,"Chinese, North Indian",450.0,3.6
Kamat Hotel,Shivajinagar,"North Indian, South Indian, Chinese",450.0,3.6
Rekha Restaurant,Brookefield,"North Indian, Chinese",450.0,3.6
Rayan's Biryani,Marathahalli,"Andhra, Biryani, Beverages, Kebab",450.0,3.6
JLT Food,Whitefield,North Indian,450.0,3.6
Meal & Biryani,Bommanahalli,"Andhra, South Indian",450.0,3.6
Desi Urbane,Btm,"North Indian, Chinese, Biryani",450.0,3.6
UBQ by Barbeque Nation,Electronic City,"North Indian, Bbq, Biryani, Kebab",450.0,3.6
FreshMenu,North Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0,3.6
New Biriyani Darbar,Rt Nagar,"Biryani, South Indian, North Indian, Chinese",450.0,3.6
Calicut Restaurant,Kammanahalli,"Kerala, South Indian, North Indian, Chinese",450.0,3.6
Chef Baker's,Koramangala 1St Block,Bakery,450.0,3.6
Swaadpurna,Jeevan Bhima Nagar,"North Indian, South Indian, Chinese, Biryani",450.0,3.6
FreshMenu,Central Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0,3.6
Kadai,Basaveshwara Nagar,"North Indian, Chinese, Seafood, South Indian",450.0,3.6
Karavali Deluxe,Yeshwantpur,"North Indian, Chinese",450.0,3.6
Chick Inn 24x7,Malleshwaram,Fast Food,450.0,3.6
Thanco's Naturals Ice Cream,Marathahalli,"Ice Cream, Desserts",450.0,3.6
UBQ by Barbeque Nation,Indiranagar,"North Indian, Bbq, Biryani, Kebab",450.0,3.6
Hotel Sai Renaissance,Whitefield,"South Indian, North Indian, Chinese",450.0,3.6
UBQ by Barbeque Nation,Whitefield,"North Indian, Bbq, Biryani, Kebab",450.0,3.6
Biryani House,Whitefield,"Biryani, North Indian",450.0,3.6
Dinepost 9,Whitefield,"North Indian, Chinese, Biryani",450.0,3.6
The Good Bowl,Banashankari,"Italian, North Indian, Biryani",500.0,3.6
Chilli Flakes,Banashankari,"Fast Food, Italian, Beverages",500.0,3.6
Grow Fit,Jp Nagar,"Healthy Food, North Indian, Thai",500.0,3.6
Food Box Cafe,Banashankari,"Mughlai, North Indian, Chinese",500.0,3.6
Brew Point,Jp Nagar,"Cafe, American, Burger, Sandwich, Fast Food",500.0,3.6
Dine One One Restaurant,Bannerghatta Road,"South Indian, Continental, North Indian",500.0,3.6
Pizza Paradise,Jp Nagar,Pizza,500.0,3.6
Lalchee's Rasoi,Bannerghatta Road,"North Indian, Chinese",500.0,3.6
Smoke-A-Pot,Jp Nagar,"Biryani, North Indian, Rolls",500.0,3.6
McDonald's,Basavanagudi,"Burger, Fast Food",500.0,3.6
The Good Bowl,Sarjapur Road,"Italian, North Indian, Biryani",500.0,3.6
Matka,Hsr,"North Indian, Biryani",500.0,3.6
Appetite Workstation,Sarjapur Road,"North Indian, Chinese, Biryani",500.0,3.6
Atithi Family Bar & Restaurant,Bellandur,"North Indian, South Indian, Andhra",500.0,3.6
Cake Delights,Sarjapur Road,"Bakery, Desserts",500.0,3.6
Kabab Souq,Richmond Road,"Kebab, North Indian, Arabian, Chinese",500.0,3.6
The Good Bowl,Vasanth Nagar,"Italian, North Indian, Biryani",500.0,3.6
YumYumDilli,Indiranagar,North Indian,500.0,3.6
The Adukkala Restaurant,Brigade Road,Kerala,500.0,3.6
In Wok,Richmond Road,Chinese,500.0,3.6
Masala Oota,Residency Road,"South Indian, Biryani",500.0,3.6
AKS Family Dhaba And Restaurant,Marathahalli,"North Indian, Mughlai, South Indian",500.0,3.6
Biryani Lakhnawi,Marathahalli,"Lucknowi, Biryani",500.0,3.6
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Whitefield,Continental,500.0,3.6
Pita Pocket Factory,Brookefield,"Mediterranean, Continental, Italian, Burger",500.0,3.6
Mr Manchurian,Marathahalli,"Chinese, Momos",500.0,3.6
Chef in,Brookefield,"Biryani, North Indian, Chinese",500.0,3.6
De Street Cafe,Btm,Cafe,500.0,3.6
Cafe Hush,Btm,"Cafe, Fast Food",500.0,3.6
The Yellow Tuk-Tuk Cafe,Koramangala 5Th Block,"Cafe, Continental, Beverages",500.0,3.6
Thalis Of India,Koramangala 7Th Block,"South Indian, North Indian, Beverages",500.0,3.6
Meat And Eat,Koramangala 7Th Block,"Fast Food, Burger",500.0,3.6
Call A Cake,Btm,Bakery,500.0,3.6
Mustard Food Court,Koramangala 3Rd Block,"North Indian, Chinese",500.0,3.6
Shaap,Koramangala 5Th Block,"Kerala, Seafood",500.0,3.6
Cochin Connection,Koramangala 6Th Block,"Kerala, South Indian",500.0,3.6
Sai Mango Tree,Btm,"Biryani, Hyderabadi, Chinese",500.0,3.6
Swad 'E' Punjab,Hsr,"North Indian, Chinese, Mughlai",500.0,3.6
Late Night,Btm,"North Indian, Chinese",500.0,3.6
Hungry Bowl,Koramangala 5Th Block,"North Indian, Chinese, Italian",500.0,3.6
Queen Pearls,Ejipura,Pizza,500.0,3.6
Mayur,Btm,"Andhra, North Indian, Chinese",500.0,3.6
Seekers Cafe,Btm,"Italian, Continental",500.0,3.6
McDonald's,Btm,"Burger, Fast Food",500.0,3.6
Swad 'E' Punjab,Electronic City,"North Indian, Chinese, Mughlai",500.0,3.6
Bangalore Agarwal Bhavan,Electronic City,"North Indian, Street Food, Mithai, Chinese",500.0,3.6
Thanima Garden Restaurant,Electronic City,"North Indian, Chinese, Kerala",500.0,3.6
Salt N Pepper,Electronic City,"North Indian, Chinese",500.0,3.6
Eden Huts Dhaba,Electronic City,"Chinese, North Indian",500.0,3.6
Delhi's Essence,Electronic City,North Indian,500.0,3.6
Chote Miya,Frazer Town,"Mughlai, Biryani, Rolls",500.0,3.6
UBCR Cafe & Resto,Hsr,"Cafe, Burger, Continental, Chinese",500.0,3.6
The Good Bowl,Koramangala 1St Block,"Italian, North Indian, Biryani",500.0,3.6
Krutunga,Hsr,"Andhra, Biryani",500.0,3.6
Sweet Chariot,Koramangala 1St Block,"Bakery, Fast Food",500.0,3.6
Luo Han,Hsr,"Chinese, Thai",500.0,3.6
Rayaan's Restaurant,Hsr,"North Indian, Chinese, Arabian",500.0,3.6
Kerala Vibes,Jeevan Bhima Nagar,Kerala,500.0,3.6
Bowlful,Domlur,North Indian,500.0,3.6
Krish Punjabi Kitchen,Thippasandra,North Indian,500.0,3.6
Keto Kitchen,Koramangala 7Th Block,"Healthy Food, Pizza, Italian, South Indian, North Indian",500.0,3.6
Marhaba,Bannerghatta Road,"Arabian, Mediterranean, North Indian",500.0,3.6
Moksha,Kanakapura Road,"Chinese, North Indian, Mughlai",500.0,3.6
